Origin Node,Origin Name,Destination Node,Destination Name,Critical Volume,Max PoA,Road Name,Closed Edge From,Closed Edge To,Baseline TSTT (hrs),New TSTT (hrs),Time Saved (mins)
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 2,Commission Civil St - Burgos St,2500.0,1.0767,Gen Luna St 3 (Rev),Proper - 9,Proper - 8,362.16,360.16,119.54
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 2,Commission Civil St - Burgos St,2500.0,1.0767,Huervana St - Rizal St,lapaz - 1,lapaz - 2,362.16,356.01,368.53
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 7,Plaza Rizal St - El 98 St,6000.0,1.0495,Gen Luna St 1 (Rev),Proper - 7,Proper - 1,1125.6,1115.95,579.18
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 7,Plaza Rizal St - El 98 St,6000.0,1.0495,Delgado St (Rev),Proper - 10,Proper - 2,1125.6,1109.67,955.63
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 7,Plaza Rizal St - El 98 St,6000.0,1.0495,Arroyo St (Rev),Proper - 11,Proper - 12,1125.6,1103.3,1337.69
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 7,Plaza Rizal St - El 98 St,6000.0,1.0495,Luna St - Huervana St (Rev),lapaz - 1,lapaz - 3,1125.6,1125.49,6.46
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 9,Iloilo-Capiz Rd - Balabago Rd,3000.0,1.2413,Gen Luna St 3,Proper - 8,Proper - 9,697.69,697.11,34.7
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 9,Iloilo-Capiz Rd - Balabago Rd,3000.0,1.2413,Gen Luna St 3 (Rev),Proper - 9,Proper - 8,697.69,686.42,676.39
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 9,Iloilo-Capiz Rd - Balabago Rd,3000.0,1.2413,Quirino - Lopez Bridge,Proper - 9,lapuz - 2,697.69,697.11,34.7
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 9,Iloilo-Capiz Rd - Balabago Rd,3000.0,1.2413,Ruperto Montinola St 1 (Rev),Proper - 10,Proper - 8,697.69,696.39,78.08
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 9,Iloilo-Capiz Rd - Balabago Rd,3000.0,1.2413,Arroyo St,Proper - 12,Proper - 11,697.69,692.54,309.08
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 9,Iloilo-Capiz Rd - Balabago Rd,3000.0,1.2413,E Lopez St,jaro - 1,jaro - 4,697.69,685.14,752.94
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 9,Iloilo-Capiz Rd - Balabago Rd,3000.0,1.2413,Luna St - Huervana St (Rev),lapaz - 1,lapaz - 3,697.69,696.74,56.84
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 9,Iloilo-Capiz Rd - Balabago Rd,3000.0,1.2413,Luna St,lapaz - 3,jaro - 1,697.69,685.14,752.94
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 9,Iloilo-Capiz Rd - Balabago Rd,3000.0,1.2413,Rizal St - Huervana St (Rev),lapuz - 2,lapaz - 2,697.69,697.11,34.7
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 10,Balabago Rd - Iloilo Circumferential Rd 1,3500.0,1.1171,Gen Luna St 3,Proper - 8,Proper - 9,753.74,752.4,79.99
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 10,Balabago Rd - Iloilo Circumferential Rd 1,3500.0,1.1171,Gen Luna St 3 (Rev),Proper - 9,Proper - 8,753.74,748.91,289.82
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 10,Balabago Rd - Iloilo Circumferential Rd 1,3500.0,1.1171,Arroyo St,Proper - 12,Proper - 11,753.74,753.04,42.06
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 10,Balabago Rd - Iloilo Circumferential Rd 1,3500.0,1.1171,Huervana St - Rizal St,lapaz - 1,lapaz - 2,753.74,740.0,824.35
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 10,Balabago Rd - Iloilo Circumferential Rd 1,3500.0,1.1171,Huervana St - Burgos St,lapaz - 2,lapaz - 4,753.74,747.25,389.09
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 10,Balabago Rd - Iloilo Circumferential Rd 1,3500.0,1.1171,Huervana St - Jereos St,lapaz - 4,lapaz - 5,753.74,747.25,389.09
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 10,Balabago Rd - Iloilo Circumferential Rd 1,3500.0,1.1171,Lopez Jaena St,lapaz - 5,lapaz - 8,753.74,747.25,389.09
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 10,Balabago Rd - Iloilo Circumferential Rd 1,3500.0,1.1171,Baldoza St,lapaz - 8,lapaz - 9,753.74,747.25,389.09
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 11,Iloilo Circumferential Rd 1 - Monfort Blvd,3500.0,1.1245,Gen Luna St 3,Proper - 8,Proper - 9,754.68,746.35,499.8
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 11,Iloilo Circumferential Rd 1 - Monfort Blvd,3500.0,1.1245,Gen Luna St 3 (Rev),Proper - 9,Proper - 8,754.68,750.58,246.03
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 11,Iloilo Circumferential Rd 1 - Monfort Blvd,3500.0,1.1245,Huervana St - Rizal St,lapaz - 1,lapaz - 2,754.68,738.27,984.74
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 11,Iloilo Circumferential Rd 1 - Monfort Blvd,3500.0,1.1245,Huervana St - Burgos St,lapaz - 2,lapaz - 4,754.68,748.04,398.59
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 11,Iloilo Circumferential Rd 1 - Monfort Blvd,3500.0,1.1245,Huervana St - Jereos St,lapaz - 4,lapaz - 5,754.68,748.04,398.59
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 11,Iloilo Circumferential Rd 1 - Monfort Blvd,3500.0,1.1245,Lopez Jaena St,lapaz - 5,lapaz - 8,754.68,748.04,398.59
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 11,Iloilo Circumferential Rd 1 - Monfort Blvd,3500.0,1.1245,Baldoza St,lapaz - 8,lapaz - 9,754.68,748.04,398.59
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 12,Buhang Flyover,3000.0,1.0691,Gen Luna St 3,Proper - 8,Proper - 9,639.55,638.44,66.74
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 12,Buhang Flyover,3000.0,1.0691,Gen Luna St 3 (Rev),Proper - 9,Proper - 8,639.55,632.03,451.44
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 12,Buhang Flyover,3000.0,1.0691,Arroyo St,Proper - 12,Proper - 11,639.55,637.61,116.68
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 12,Buhang Flyover,3000.0,1.0691,Huervana St - Rizal St,lapaz - 1,lapaz - 2,639.55,627.14,744.81
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 12,Buhang Flyover,3000.0,1.0691,Rizal St - Luna St,lapaz - 2,lapaz - 3,639.55,638.44,66.74
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 12,Buhang Flyover,3000.0,1.0691,Huervana St - Burgos St,lapaz - 2,lapaz - 4,639.55,634.48,304.39
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 12,Buhang Flyover,3000.0,1.0691,Huervana St - Jereos St,lapaz - 4,lapaz - 5,639.55,634.48,304.39
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 12,Buhang Flyover,3000.0,1.0691,Lopez Jaena St,lapaz - 5,lapaz - 8,639.55,634.48,304.39
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 12,Buhang Flyover,3000.0,1.0691,Baldoza St,lapaz - 8,lapaz - 9,639.55,634.48,304.39
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 14,Iloilo-Capiz Rd - Iloilo Circumferential Rd 1,2500.0,1.035,Gen Luna St 3 (Rev),Proper - 9,Proper - 8,509.99,508.34,98.65
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 14,Iloilo-Capiz Rd - Iloilo Circumferential Rd 1,2500.0,1.035,Huervana St - Rizal St,lapaz - 1,lapaz - 2,509.99,504.14,350.82
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,5500.0,1.0474,Gen Luna St 1 (Rev),Proper - 7,Proper - 1,1326.79,1315.86,655.84
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,5500.0,1.0474,Gen Luna St 2 (Rev),Proper - 8,Proper - 7,1326.79,1325.04,104.74
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,5500.0,1.0474,Gen Luna St 3 (Rev),Proper - 9,Proper - 8,1326.79,1314.08,762.1
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,5500.0,1.0474,Delgado St (Rev),Proper - 10,Proper - 2,1326.79,1321.87,295.15
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,5500.0,1.0474,Ledesma St (Rev),Proper - 11,Proper - 6,1326.79,1325.27,90.94
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,5500.0,1.0474,Arroyo St (Rev),Proper - 11,Proper - 12,1326.79,1311.74,902.62
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 17,Iloilo-Capiz Rd - Old Iloilo-Capiz Rd,5500.0,1.0455,Gen Luna St 1 (Rev),Proper - 7,Proper - 1,1300.95,1291.91,542.11
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 17,Iloilo-Capiz Rd - Old Iloilo-Capiz Rd,5500.0,1.0455,Gen Luna St 3 (Rev),Proper - 9,Proper - 8,1300.95,1291.33,576.99
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 17,Iloilo-Capiz Rd - Old Iloilo-Capiz Rd,5500.0,1.0455,Delgado St (Rev),Proper - 10,Proper - 2,1300.95,1297.78,190.07
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 17,Iloilo-Capiz Rd - Old Iloilo-Capiz Rd,5500.0,1.0455,Arroyo St (Rev),Proper - 11,Proper - 12,1300.95,1288.0,777.01
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 19,Monfort Blvd,4500.0,1.0993,Gen Luna St 3,Proper - 8,Proper - 9,1056.76,1028.35,1704.73
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 19,Monfort Blvd,4500.0,1.0993,Gen Luna St 3 (Rev),Proper - 9,Proper - 8,1056.76,1053.42,200.44
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 19,Monfort Blvd,4500.0,1.0993,Huervana St - Rizal St,lapaz - 1,lapaz - 2,1056.76,1056.29,28.27
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 24,Old Iloilo-Capiz Rd - Pavia,5500.0,1.0452,Gen Luna St 1 (Rev),Proper - 7,Proper - 1,1385.83,1374.89,655.84
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 24,Old Iloilo-Capiz Rd - Pavia,5500.0,1.0452,Gen Luna St 2 (Rev),Proper - 8,Proper - 7,1385.83,1384.08,104.74
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 24,Old Iloilo-Capiz Rd - Pavia,5500.0,1.0452,Gen Luna St 3 (Rev),Proper - 9,Proper - 8,1385.83,1373.12,762.1
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 24,Old Iloilo-Capiz Rd - Pavia,5500.0,1.0452,Delgado St (Rev),Proper - 10,Proper - 2,1385.83,1380.91,295.15
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 24,Old Iloilo-Capiz Rd - Pavia,5500.0,1.0452,Ledesma St (Rev),Proper - 11,Proper - 6,1385.83,1384.31,90.94
Proper - 18,Muelle Loney St - Blumentritt Left,jaro - 24,Old Iloilo-Capiz Rd - Pavia,5500.0,1.0452,Arroyo St (Rev),Proper - 11,Proper - 12,1385.83,1370.78,902.62
Proper - 18,Muelle Loney St - Blumentritt Left,lapaz - 1,Luna St - Huervana St,8500.0,1.2139,Gen Luna St 3,Proper - 8,Proper - 9,1896.59,1823.3,4397.5
Proper - 18,Muelle Loney St - Blumentritt Left,lapaz - 1,Luna St - Huervana St,8500.0,1.2139,Arroyo St,Proper - 12,Proper - 11,1896.59,1878.53,1083.76
Proper - 18,Muelle Loney St - Blumentritt Left,lapaz - 2,Rizal St - Luna St,8500.0,1.2229,Gen Luna St 3,Proper - 8,Proper - 9,1848.47,1780.43,4082.13
Proper - 18,Muelle Loney St - Blumentritt Left,lapaz - 2,Rizal St - Luna St,8500.0,1.2229,Arroyo St,Proper - 12,Proper - 11,1848.47,1830.02,1107.1
Proper - 18,Muelle Loney St - Blumentritt Left,lapaz - 3,Luna St - Luna St,8500.0,1.247,Gen Luna St 3,Proper - 8,Proper - 9,1895.7,1826.31,4162.94
Proper - 18,Muelle Loney St - Blumentritt Left,lapaz - 3,Luna St - Luna St,8500.0,1.247,Gen Luna St 3 (Rev),Proper - 9,Proper - 8,1895.7,1893.83,111.96
Proper - 18,Muelle Loney St - Blumentritt Left,lapaz - 3,Luna St - Luna St,8500.0,1.247,Arroyo St,Proper - 12,Proper - 11,1895.7,1877.09,1116.31
Proper - 18,Muelle Loney St - Blumentritt Left,lapaz - 3,Luna St - Luna St,8500.0,1.247,Blumentritt 2,Proper - 17,Proper - 19,1895.7,1890.72,298.33
Proper - 18,Muelle Loney St - Blumentritt Left,lapaz - 4,Huervana St - Burgos St,7000.0,1.2509,Delgado St (Rev),Proper - 10,Proper - 2,1621.77,1617.89,232.38
Proper - 18,Muelle Loney St - Blumentritt Left,lapaz - 4,Huervana St - Burgos St,7000.0,1.2509,Blumentritt 2,Proper - 17,Proper - 19,1621.77,1619.85,115.23
Proper - 18,Muelle Loney St - Blumentritt Left,lapaz - 5,Huervana St - Jereos St,7000.0,1.2237,Arroyo St (Rev),Proper - 11,Proper - 12,1588.62,1585.51,186.64
Proper - 18,Muelle Loney St - Blumentritt Left,lapaz - 6,Jereos St - Huervana Ext,7500.0,1.1841,Arroyo St,Proper - 12,Proper - 11,1891.44,1891.34,5.78
Proper - 18,Muelle Loney St - Blumentritt Left,lapaz - 6,Jereos St - Huervana Ext,7500.0,1.1841,Blumentritt 2,Proper - 17,Proper - 19,1891.44,1887.93,210.65
Proper - 18,Muelle Loney St - Blumentritt Left,lapaz - 6,Jereos St - Huervana Ext,7500.0,1.1841,Rizal St - Huervana St (Rev),lapuz - 2,lapaz - 2,1891.44,1885.84,336.27
Proper - 18,Muelle Loney St - Blumentritt Left,lapaz - 7,Huervana Ext - Burgos St,6500.0,1.1728,JM Basa St 1 (Rev),Proper - 13,Proper - 11,1472.63,1452.32,1218.89
Proper - 18,Muelle Loney St - Blumentritt Left,lapaz - 8,Lopez Jaena St - Baldoza St,4500.0,1.1195,Gen Luna St 3,Proper - 8,Proper - 9,693.07,691.75,79.1
Proper - 18,Muelle Loney St - Blumentritt Left,lapaz - 8,Lopez Jaena St - Baldoza St,4500.0,1.1195,Gen Luna St 3 (Rev),Proper - 9,Proper - 8,693.07,688.38,281.41
Proper - 18,Muelle Loney St - Blumentritt Left,lapaz - 9,Baldoza St - Monfort Blvd,8000.0,1.2302,Gen Luna St 3,Proper - 8,Proper - 9,2472.74,2382.22,5431.25
Proper - 18,Muelle Loney St - Blumentritt Left,lapaz - 9,Baldoza St - Monfort Blvd,8000.0,1.2302,Gen Luna St 3 (Rev),Proper - 9,Proper - 8,2472.74,2464.85,473.69
Proper - 18,Muelle Loney St - Blumentritt Left,lapaz - 9,Baldoza St - Monfort Blvd,8000.0,1.2302,Arroyo St,Proper - 12,Proper - 11,2472.74,2458.32,865.55
Proper - 18,Muelle Loney St - Blumentritt Left,lapaz - 9,Baldoza St - Monfort Blvd,8000.0,1.2302,Blumentritt 2,Proper - 17,Proper - 19,2472.74,2472.65,5.84
Proper - 18,Muelle Loney St - Blumentritt Left,lapaz - 10,Luna St - Taytay Forbes,8500.0,1.1763,Gen Luna St 3,Proper - 8,Proper - 9,1871.16,1813.72,3445.98
Proper - 18,Muelle Loney St - Blumentritt Left,lapaz - 10,Luna St - Taytay Forbes,8500.0,1.1763,Arroyo St,Proper - 12,Proper - 11,1871.16,1855.02,968.41
Proper - 18,Muelle Loney St - Blumentritt Left,lapaz - 10,Luna St - Taytay Forbes,8500.0,1.1763,Blumentritt 2,Proper - 17,Proper - 19,1871.16,1868.3,171.38
Proper - 18,Muelle Loney St - Blumentritt Left,lapuz - 2,Rizal St - Quirino-Lopez Bridge,5500.0,1.0899,Gen Luna St 3,Proper - 8,Proper - 9,592.92,591.4,91.21
Proper - 18,Muelle Loney St - Blumentritt Left,lapuz - 4,Rizal St - New Iloilo Ferry Terminal Access Rd,5500.0,1.2681,Gen Luna St 3,Proper - 8,Proper - 9,1049.25,1032.7,993.05
Proper - 18,Muelle Loney St - Blumentritt Left,lapuz - 5,New Iloilo Ferry Terminal Access Rd,5500.0,1.2206,Gen Luna St 3,Proper - 8,Proper - 9,1227.23,1210.68,993.05
Proper - 18,Muelle Loney St - Blumentritt Left,lapuz - 7,Lapuz-Mansaya-Roboc Rd - Coastal Rd,8500.0,1.1561,Arroyo St,Proper - 12,Proper - 11,3054.56,3039.57,899.2
Proper - 19,Muelle Loney St - Blumentritt Right,villa - 1,Osmena St - Jocson St,2000.0,1.0259,Arroyo St,Proper - 12,Proper - 11,439.05,438.83,12.77
Proper - 19,Muelle Loney St - Blumentritt Right,villa - 2,Iloilo Circumrferential Rd 1 - Jocson St,2000.0,1.0226,Arroyo St,Proper - 12,Proper - 11,411.49,411.27,12.77
Proper - 19,Muelle Loney St - Blumentritt Right,villa - 3,Jocson St - Quezon St,2000.0,1.0248,Arroyo St,Proper - 12,Proper - 11,375.66,375.44,12.77
Proper - 19,Muelle Loney St - Blumentritt Right,villa - 4,Quezon St - Yulo Dr,2500.0,1.023,Blumentritt 1,Proper - 17,Proper - 18,574.48,572.89,95.22
Proper - 19,Muelle Loney St - Blumentritt Right,villa - 6,Osmena St - Pakiad St,3000.0,1.0105,Timawa St (Rev),Proper - 2,Molo - 5,966.61,965.16,87.01
Proper - 19,Muelle Loney St - Blumentritt Right,villa - 6,Osmena St - Pakiad St,3000.0,1.0105,Blumentritt 1,Proper - 17,Proper - 18,966.61,962.87,224.3
Proper - 19,Muelle Loney St - Blumentritt Right,Molo - 3,Locsin St - San Marcos St.,4500.0,1.0638,Timawa St (Rev),Proper - 2,Molo - 5,667.44,663.24,251.77
Proper - 19,Muelle Loney St - Blumentritt Right,Molo - 3,Locsin St - San Marcos St.,4500.0,1.0638,Ledesma St (Rev),Proper - 11,Proper - 6,667.44,659.27,490.28
Proper - 19,Muelle Loney St - Blumentritt Right,Molo - 3,Locsin St - San Marcos St.,4500.0,1.0638,Arroyo St,Proper - 12,Proper - 11,667.44,664.93,150.56
Proper - 19,Muelle Loney St - Blumentritt Right,Molo - 4,Locsin St. - M.H Del Pilar St. 2,4500.0,1.0626,Ledesma St (Rev),Proper - 11,Proper - 6,652.67,645.48,431.37
Proper - 19,Muelle Loney St - Blumentritt Right,Molo - 4,Locsin St. - M.H Del Pilar St. 2,4500.0,1.0626,Arroyo St,Proper - 12,Proper - 11,652.67,644.26,504.88
Proper - 19,Muelle Loney St - Blumentritt Right,Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,3500.0,1.1184,JM Basa St 2,Proper - 13,Proper - 14,482.87,481.79,64.31
Proper - 19,Muelle Loney St - Blumentritt Right,Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,3500.0,1.1184,Blumentritt 1,Proper - 17,Proper - 18,482.87,478.16,282.6
Proper - 19,Muelle Loney St - Blumentritt Right,Molo - 7,San Marcos St. - MH del Pilar St. 1 (Rotunda),5000.0,1.0656,Ledesma St (Rev),Proper - 11,Proper - 6,691.22,688.37,170.69
Proper - 19,Muelle Loney St - Blumentritt Right,Molo - 7,San Marcos St. - MH del Pilar St. 1 (Rotunda),5000.0,1.0656,Arroyo St,Proper - 12,Proper - 11,691.22,684.54,400.63
Proper - 19,Muelle Loney St - Blumentritt Right,Molo - 7,San Marcos St. - MH del Pilar St. 1 (Rotunda),5000.0,1.0656,Blumentritt 1,Proper - 17,Proper - 18,691.22,684.9,378.73
Proper - 19,Muelle Loney St - Blumentritt Right,Proper - 1,Gen Luna St - Infante St,4500.0,1.093,Ledesma St (Rev),Proper - 11,Proper - 6,534.2,531.37,169.64
Proper - 19,Muelle Loney St - Blumentritt Right,Proper - 1,Gen Luna St - Infante St,4500.0,1.093,Arroyo St,Proper - 12,Proper - 11,534.2,531.63,154.27
Proper - 19,Muelle Loney St - Blumentritt Right,Proper - 3,Rizal St - Infante St,4000.0,1.1016,JM Basa St 2,Proper - 13,Proper - 14,431.83,425.31,391.11
Proper - 19,Muelle Loney St - Blumentritt Right,Proper - 3,Rizal St - Infante St,4000.0,1.1016,Blumentritt 1,Proper - 17,Proper - 18,431.83,429.25,154.47
Proper - 19,Muelle Loney St - Blumentritt Right,Proper - 5,Baluarte - Calumpang - Villa - Oton Blvd - Rizal St,4500.0,1.1173,JM Basa St 2,Proper - 13,Proper - 14,506.19,495.02,669.86
Proper - 19,Muelle Loney St - Blumentritt Right,Proper - 5,Baluarte - Calumpang - Villa - Oton Blvd - Rizal St,4500.0,1.1173,Blumentritt 1,Proper - 17,Proper - 18,506.19,505.65,32.43
Proper - 19,Muelle Loney St - Blumentritt Right,Proper - 6,Ledesma St - Rizal St,4000.0,1.0731,JM Basa St 2,Proper - 13,Proper - 14,370.52,369.76,45.36
Proper - 19,Muelle Loney St - Blumentritt Right,Proper - 6,Ledesma St - Rizal St,4000.0,1.0731,Blumentritt 1,Proper - 17,Proper - 18,370.52,365.0,331.06
Proper - 19,Muelle Loney St - Blumentritt Right,Proper - 7,Gen Luna St - Bonifacio Dr,7500.0,1.1473,Gen Luna St 3 (Rev),Proper - 9,Proper - 8,1208.27,1193.05,913.69
Proper - 19,Muelle Loney St - Blumentritt Right,Proper - 7,Gen Luna St - Bonifacio Dr,7500.0,1.1473,Arroyo St,Proper - 12,Proper - 11,1208.27,1204.33,236.64
Proper - 19,Muelle Loney St - Blumentritt Right,Proper - 7,Gen Luna St - Bonifacio Dr,7500.0,1.1473,JM Basa St 2 (Rev),Proper - 14,Proper - 13,1208.27,1191.53,1004.96
Proper - 19,Muelle Loney St - Blumentritt Right,Proper - 7,Gen Luna St - Bonifacio Dr,7500.0,1.1473,Blumentritt 1,Proper - 17,Proper - 18,1208.27,1192.79,929.37
Proper - 19,Muelle Loney St - Blumentritt Right,Proper - 7,Gen Luna St - Bonifacio Dr,7500.0,1.1473,Blumentritt 1 (Rev),Proper - 18,Proper - 17,1208.27,1205.89,142.84
Proper - 19,Muelle Loney St - Blumentritt Right,Proper - 8,Gen Luna St - Ruperto Montinola St,5000.0,1.1196,Blumentritt 1,Proper - 17,Proper - 18,424.41,417.68,403.57
Proper - 19,Muelle Loney St - Blumentritt Right,Proper - 8,Gen Luna St - Ruperto Montinola St,5000.0,1.1196,Blumentritt 1 (Rev),Proper - 18,Proper - 17,424.41,396.7,1662.55
Proper - 19,Muelle Loney St - Blumentritt Right,Proper - 9,Gen Luna St - Muelle Loney St,5000.0,1.1305,Arroyo St,Proper - 12,Proper - 11,428.34,427.62,43.12
Proper - 19,Muelle Loney St - Blumentritt Right,Proper - 9,Gen Luna St - Muelle Loney St,5000.0,1.1305,Blumentritt 1,Proper - 17,Proper - 18,428.34,427.57,46.25
Proper - 19,Muelle Loney St - Blumentritt Right,Proper - 9,Gen Luna St - Muelle Loney St,5000.0,1.1305,Blumentritt 1 (Rev),Proper - 18,Proper - 17,428.34,401.58,1605.7
Proper - 19,Muelle Loney St - Blumentritt Right,Proper - 10,Delgado St - Ruperto Montinola St,4500.0,1.1847,Arroyo St,Proper - 12,Proper - 11,349.5,336.75,765.17
Proper - 19,Muelle Loney St - Blumentritt Right,Proper - 12,Arroyo St - Muelle Loney St,6500.0,1.152,Dela Rama St 1 (Rev),Proper - 17,Proper - 13,620.97,618.02,176.84
Proper - 19,Muelle Loney St - Blumentritt Right,Proper - 12,Arroyo St - Muelle Loney St,6500.0,1.152,Blumentritt 1 (Rev),Proper - 18,Proper - 17,620.97,606.02,897.0
Proper - 19,Muelle Loney St - Blumentritt Right,Proper - 22,Fort San Pedro Dr - General Hughes St,7000.0,1.1489,Blumentritt 1,Proper - 17,Proper - 18,648.26,648.12,8.59
Proper - 19,Muelle Loney St - Blumentritt Right,mandurriao - 1,Mandurriao - Jaro Rd - Old Iloilo - Capiz Rd,4500.0,1.1525,Gen Luna St 1 (Rev),Proper - 7,Proper - 1,765.24,747.03,1092.36
Proper - 19,Muelle Loney St - Blumentritt Right,mandurriao - 1,Mandurriao - Jaro Rd - Old Iloilo - Capiz Rd,4500.0,1.1525,Gen Luna St 3 (Rev),Proper - 9,Proper - 8,765.24,755.5,584.28
Proper - 19,Muelle Loney St - Blumentritt Right,mandurriao - 1,Mandurriao - Jaro Rd - Old Iloilo - Capiz Rd,4500.0,1.1525,Ledesma St (Rev),Proper - 11,Proper - 6,765.24,763.5,104.43
Proper - 19,Muelle Loney St - Blumentritt Right,mandurriao - 1,Mandurriao - Jaro Rd - Old Iloilo - Capiz Rd,4500.0,1.1525,Arroyo St,Proper - 12,Proper - 11,765.24,755.52,583.06
Proper - 19,Muelle Loney St - Blumentritt Right,mandurriao - 1,Mandurriao - Jaro Rd - Old Iloilo - Capiz Rd,4500.0,1.1525,Blumentritt 1,Proper - 17,Proper - 18,765.24,765.23,0.79
Proper - 19,Muelle Loney St - Blumentritt Right,mandurriao - 2,Mandurriao - Jaro Rd - Mandurriao - Sn Miguel Rd,3500.0,1.1276,Infante St 1 (Rev),Proper - 2,Proper - 1,686.2,684.44,105.67
Proper - 19,Muelle Loney St - Blumentritt Right,mandurriao - 2,Mandurriao - Jaro Rd - Mandurriao - Sn Miguel Rd,3500.0,1.1276,JM Basa St 1 (Rev),Proper - 13,Proper - 11,686.2,677.66,512.34
Proper - 19,Muelle Loney St - Blumentritt Right,mandurriao - 2,Mandurriao - Jaro Rd - Mandurriao - Sn Miguel Rd,3500.0,1.1276,Blumentritt 1,Proper - 17,Proper - 18,686.2,684.44,105.64
Proper - 19,Muelle Loney St - Blumentritt Right,mandurriao - 3,Mandurriao - Sn Miguel Rd - R Mapa St,3500.0,1.0248,Infante St 1 (Rev),Proper - 2,Proper - 1,736.36,734.2,129.83
Proper - 19,Muelle Loney St - Blumentritt Right,mandurriao - 3,Mandurriao - Sn Miguel Rd - R Mapa St,3500.0,1.0248,JM Basa St 1 (Rev),Proper - 13,Proper - 11,736.36,727.42,536.5
Proper - 19,Muelle Loney St - Blumentritt Right,mandurriao - 3,Mandurriao - Sn Miguel Rd - R Mapa St,3500.0,1.0248,Blumentritt 1,Proper - 17,Proper - 18,736.36,734.2,129.8
Proper - 19,Muelle Loney St - Blumentritt Right,mandurriao - 6,R Mapa St - Donato Pison Ave,2500.0,1.1487,Rotunda,Molo - 7,Molo - 8,505.23,504.29,56.13
Proper - 19,Muelle Loney St - Blumentritt Right,mandurriao - 6,R Mapa St - Donato Pison Ave,2500.0,1.1487,San Marcos St,Molo - 8,Molo - 3,505.23,504.29,56.13
